id,title,main_picture,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,favorite_ranking,end_date
38000,Kimetsu no Yaiba,"{'medium': 'https://cdn.myanimelist.net/images/anime/1286/99889.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1286/99889l.jpg'}",2019-04-06,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night.

When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.

[Written by MAL Rewrite]",8.45,163.0,5,3168484,2179203,white,2018-07-21T05:29:59+00:00,2024-11-17T15:10:57+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 46, 'name': 'Award Winning'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",26,"{'year': 2019, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '23:30'}",manga,1420,r,"The anime covers chapters 1 to 53 of the manga.

Kimetsu no Yaiba won the Animation of the Year award in the Television category at the Tokyo Anime Award Festival in 2020.","[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '222275', 'completed': '2668381', 'on_hold': '44852', 'dropped': '44654', 'plan_to_watch': '188195'}, 'num_list_users': 3168357}",11,2019-09-28
32281,Kimi no Na wa.,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/87048.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/87048l.jpg'}",2016-08-26,"Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture.

One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another.

Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance.

[Written by MAL Rewrite]",8.83,29.0,11,2834958,1959014,white,2015-12-10T09:41:12+00:00,2024-10-04T00:35:05+00:00,movie,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}]",1,"{'year': 2016, 'season': 'summer'}",,original,6391,pg_13,Kimi no Na wa. won the LAFCA Animation Award in 2016 and the Best Animated Film in 2017 by Mainichi Film Awards. It also won the Grand Prize Award on the 20th Japan Media Arts Festival.,"[{'id': 291, 'name': 'CoMix Wave Films'}]","{'status': {'watching': '64225', 'completed': '2455019', 'on_hold': '7441', 'dropped': '4062', 'plan_to_watch': '304078'}, 'num_list_users': 2834825}",12,2016-08-26
28851,Koe no Katachi,"{'medium': 'https://cdn.myanimelist.net/images/anime/1122/96435.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1122/96435l.jpg'}",2016-09-17,"As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.

Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.

Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.
 
[Written by MAL Rewrite]",8.93,19.0,20,2419998,1670366,white,2014-12-15T08:00:46+00:00,2024-09-16T20:40:52+00:00,movie,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2016, 'season': 'summer'}",,manga,7803,pg_13,Koe no Katachi won the following awards: Japanese Movie Critics Awards for Best Animation Feature Film in 2016; Japanese Academy Award for Excellent Animation of the Year in 2016; Tokyo Anime Award Festival for Anime of the Year (movie) & Best Screenplay / Original Story (Reiko Yoshida) in 2017; Japan Media Arts Festival for Animation Division - Excellence Award in 2017; Japan Movie Critics Awards for Best Animation of the Year in 2017; and Camera Japan Festival for Feature Film in 2017.,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '51746', 'completed': '2079147', 'on_hold': '6795', 'dropped': '3424', 'plan_to_watch': '278740'}, 'num_list_users': 2419852}",13,2016-09-17
23273,Shigatsu wa Kimi no Uso,"{'medium': 'https://cdn.myanimelist.net/images/anime/1405/143284.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1405/143284l.webp'}",2014-10-10,"Kousei Arima is a child prodigy known as the ""Human Metronome"" for playing the piano with precision and perfection. Guided by a strict mother and rigorous training, Kousei dominates every competition he enters, earning the admiration of his musical peers and praise from audiences. When his mother suddenly passes away, the subsequent trauma makes him unable to hear the sound of a piano, and he never takes the stage thereafter.

Nowadays, Kousei lives a quiet and unassuming life as a junior high school student alongside his friends Tsubaki Sawabe and Ryouta Watari. While struggling to get over his mother's death, he continues to cling to music. His monochrome life turns upside down the day he encounters the eccentric violinist Kaori Miyazono, who thrusts him back into the spotlight as her accompanist. Through a little lie, these two young musicians grow closer together as Kaori tries to fill Kousei's world with color.

[Written by MAL Rewrite]
",8.64,81.0,24,2277181,1385567,white,2014-03-21T13:04:16+00:00,2024-05-25T19:13:52+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",22,"{'year': 2014, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:20'}",manga,1375,pg_13,Winner in the anime division of the 2016 Sugoi Japan® Awards.,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '118429', 'completed': '1661482', 'on_hold': '60149', 'dropped': '56964', 'plan_to_watch': '380054'}, 'num_list_users': 2277078}",14,2015-03-20
1,Cowboy Bebop,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/19644.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/19644l.jpg'}",1998-04-03,"Crime is timeless. By the year 2071, humanity has expanded across the galaxy, filling the surface of other planets with settlements like those on Earth. These new societies are plagued by murder, drug use, and theft, and intergalactic outlaws are hunted by a growing number of tough bounty hunters.

Spike Spiegel and Jet Black pursue criminals throughout space to make a humble living. Beneath his goofy and aloof demeanor, Spike is haunted by the weight of his violent past. Meanwhile, Jet manages his own troubled memories while taking care of Spike and the Bebop, their ship. The duo is joined by the beautiful con artist Faye Valentine, odd child Edward Wong Hau Pepelu Tivrusky IV, and Ein, a bioengineered Welsh Corgi.

While developing bonds and working to catch a colorful cast of criminals, the Bebop crew's lives are disrupted by a menace from Spike's past. As a rival's maniacal plot continues to unravel, Spike must choose between life with his newfound family or revenge for his old wounds.

[Written by MAL Rewrite]
",8.75,46.0,43,1927494,995501,white,2005-06-30T05:01:56+00:00,2024-11-29T23:22:15+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 46, 'name': 'Award Winning'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",26,"{'year': 1998, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '01:00'}",original,1440,r,"When Cowboy Bebop first aired in spring of 1998 on TV Tokyo, only episodes 2, 3, 7-15, and 18 were broadcast, it was concluded with a recap special known as Yose Atsume Blues. This was due to anime censorship having increased following the big controversies over Evangelion, as a result most of the series was pulled from the air due to violent content. Satellite channel WOWOW picked up the series in the fall of that year and aired it in its entirety uncensored. Cowboy Bebop was not a ratings hit in Japan, but sold over 19,000 DVD units in the initial release run, and 81,000 overall. Protagonist Spike Spiegel won Best Male Character, and Megumi Hayashibara won Best Voice Actor for her role as Faye Valentine in the 1999 and 2000 Anime Grand Prix, respectively.

Cowboy Bebop's biggest influence has been in the United States, where it premiered on Adult Swim in 2001 with many reruns since. The show's heavy Western influence struck a chord with American viewers, where it became a ""gateway drug"" to anime aimed at adult audiences.","[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '178263', 'completed': '1115316', 'on_hold': '110107', 'dropped': '45242', 'plan_to_watch': '478502'}, 'num_list_users': 1927430}",15,1999-04-24
20,Naruto,"{'medium': 'https://cdn.myanimelist.net/images/anime/1141/142503.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1141/142503l.webp'}",2002-10-03,"Moments before Naruto Uzumaki's birth, a huge demon known as the Nine-Tailed Fox attacked Konohagakure, the Hidden Leaf Village, and wreaked havoc. In order to put an end to the demon's rampage, the leader of the village, the Fourth Hokage, sacrificed his life and sealed the monstrous beast inside the newborn Naruto.

In the present, Naruto is a hyperactive and knuckle-headed ninja growing up within Konohagakure. Shunned because of the demon inside him, Naruto struggles to find his place in the village. His one burning desire to become the Hokage and be acknowledged by the villagers who despite him. However, while his goal leads him to unbreakable bonds with lifelong friends, it also lands him in the crosshairs of many deadly foes.

[Written by MAL Rewrite]",8.0,668.0,9,2936642,2024775,white,2005-11-11T01:19:57+00:00,2024-04-07T20:24:29+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}]",220,"{'year': 2002, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '19:30'}",manga,1404,pg_13,"Naruto adapts the first 27 volumes of the original manga.

It received numerous awards during its airing, including the ""Best Full-Length Animation Program Award"" in the Third UStv Awards and the 38th ""Best Animated Show"" in IGN's Top 100 Animated Series.","[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '211928', 'completed': '2388547', 'on_hold': '94359', 'dropped': '134187', 'plan_to_watch': '107536'}, 'num_list_users': 2936557}",16,2007-02-08
2001,Tengen Toppa Gurren Lagann,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/5123.webp', 'large': 'https://cdn.myanimelist.net/images/anime/4/5123l.webp'}",2007-04-01,"Simon and Kamina were born and raised in a deep, underground village, hidden from the fabled surface. Kamina is a free-spirited loose cannon bent on making a name for himself, while Simon is a timid young boy with no real aspirations. One day while excavating the earth, Simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs Lagann. Using their new weapon, Simon and Kamina fend off a surprise attack from the surface with the help of Yoko Littner, a hot-blooded redhead wielding a massive gun who wanders the world above.

In the aftermath of the battle, the sky is now in plain view, prompting Simon and Kamina to set off on a journey alongside Yoko to explore the wastelands of the surface. Soon, they join the fight against the ""Beastmen,"" humanoid creatures that terrorize the remnants of humanity in powerful robots called ""Gunmen."" Although they face some challenges and setbacks, the trio bravely fights these new enemies alongside other survivors to reclaim the surface, while slowly unraveling a galaxy-sized mystery.

[Written by MAL Rewrite]",8.63,84.0,66,1659258,921700,white,2007-03-03T15:02:10+00:00,2023-01-09T15:19:49+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",27,"{'year': 2007, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '08:30'}",original,1460,pg_13,"Gurren Lagann received widespread critical acclaim since its release. The series received an Excellence Prize at the 2007 Japan Media Arts Festival. Its director Hiroyuki Imaishi received an individual award for ""Personal Best"" at the 12th Animation Kobe Festival that same year for his work on the series.

In 2008, during the 7th annual Tokyo Anime Awards held at the Tokyo International Anime Fair, Gurren Lagann won the ""Best Television Production"" award. In addition, the ""Best Character Design"" award was given to the character designer Atsushi Nishigori for his work on the anime.","[{'id': 6, 'name': 'Gainax'}]","{'status': {'watching': '101417', 'completed': '1069458', 'on_hold': '74240', 'dropped': '58509', 'plan_to_watch': '355564'}, 'num_list_users': 1659188}",17,2007-09-30
2904,Code Geass: Hangyaku no Lelouch R2,"{'medium': 'https://cdn.myanimelist.net/images/anime/1088/135089.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1088/135089l.webp'}",2008-04-06,"One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. 

Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series.

[Written by MAL Rewrite]
",8.91,21.0,47,1835127,1225784,white,2007-08-02T15:35:02+00:00,2023-04-02T19:09:17+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}]",25,"{'year': 2008, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",original,1440,r,"Code Geass: Hangyaku no Lelouch R2 is an original anime series by Sunrise animation studio with original character designs by the all-female Japanese manga artist group CLAMP. Manga and light novels based off the show have been published by Kadokawa Shoten. The show has sold millions of DVDs and Blu-ray volumes and is extremely popular in both Japan and North America. The show is known for its multi-genre appeal and for its diverse cast of characters who face many moral dilemmas over the course of the series.

The series won: ""The Best TV Animation"" award at the thirteenth Animation Kobe event in 2008, and ""The Most Popular Anime"" award at the Animage 's 30th Annual Anime Grand Prix.","[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '60635', 'completed': '1518445', 'on_hold': '26084', 'dropped': '18729', 'plan_to_watch': '211127'}, 'num_list_users': 1835020}",18,2008-09-28
269,Bleach,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/40451.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/40451l.jpg'}",2004-10-05,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result.

However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.

[Written by MAL Rewrite]",7.96,716.0,36,2047441,1172612,white,2005-11-13T16:20:41+00:00,2024-10-06T00:41:04+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",366,"{'year': 2004, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '18:00'}",manga,1440,pg_13,"Bleach adapts the first 54 volumes of Tite Kubo's manga series of the same name. In addition, 4 anime-original arcs were broadcast in-between and during the adaptations of original arcs of the manga.","[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '354800', 'completed': '1046163', 'on_hold': '188746', 'dropped': '216892', 'plan_to_watch': '240750'}, 'num_list_users': 2047351}",19,2012-03-27
20583,Haikyuu!!,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/76014.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/76014l.jpg'}",2014-04-06,"Ever since having witnessed the ""Little Giant"" and his astonishing skills on the volleyball court, Shouyou Hinata has been bewitched by the dynamic nature of the sport. Even though his attempt to make his debut as a volleyball regular during a middle school tournament went up in flames, he longs to prove that his less-than-impressive height ceases to be a hindrance in the face of his sheer will and perseverance.

When Hinata enrolls in Karasuno High School, the Little Giant's alma mater, he believes that he is one step closer to his goal of becoming a professional volleyball player. Although the school only retains a shadow of its former glory, Hinata's conviction isn't shaken until he learns that Tobio Kageyama—the prodigy who humiliated Hinata's middle school volleyball team in a crushing defeat—is now his teammate.

To fulfill his desire of leaving a mark on the realm of volleyball—so often regarded as the domain of the tall and the strong—Hinata must smooth out his differences with Kageyama. Only when Hinata learns what it takes to be a part of a team will he be able to join the race to the top in earnest.

[Written by MAL Rewrite]
",8.44,171.0,37,2040398,1268018,white,2013-09-22T17:50:56+00:00,2023-01-24T01:23:49+00:00,tv,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",25,"{'year': 2014, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",manga,1440,pg_13,Haikyuu!! adapts the first 8 volumes of Haruichi Furudate's manga of the same name.,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '127921', 'completed': '1584182', 'on_hold': '53106', 'dropped': '45726', 'plan_to_watch': '229482'}, 'num_list_users': 2040417}",20,2014-09-21
4181,Clannad: After Story,"{'medium': 'https://cdn.myanimelist.net/images/anime/1299/110774.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1299/110774l.jpg'}",2008-10-03,"Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

[Written by MAL Rewrite]",8.93,17.0,120,1222073,672343,white,2008-03-28T02:00:43+00:00,2024-11-18T23:25:15+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}]",24,"{'year': 2008, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:59'}",visual_novel,1460,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '40769', 'completed': '825972', 'on_hold': '21430', 'dropped': '17676', 'plan_to_watch': '316194'}, 'num_list_users': 1222041}",21,2009-03-27
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"{'medium': 'https://cdn.myanimelist.net/images/anime/1522/128039.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1522/128039l.jpg'}",2016-04-04,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things are not looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.

However, Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs, meeting Satella all over again—the enigma deepens as history inexplicably repeats itself.

[Written by MAL Rewrite]",8.23,348.0,23,2280840,1458323,white,2015-07-13T23:58:43+00:00,2024-09-01T07:51:27+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]",25,"{'year': 2016, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '01:05'}",light_novel,1584,r,"Re:Zero kara Hajimeru Isekai Seikatsu adapts the first nine volumes of Tappei Nagatsuki's light novel series of the same title. 

An edited version of the series, titled Re:Zero kara Hajimeru Isekai Seikatsu: Shin Henshuu-ban (Re: Zero -Starting Life In Another World- Director's Cut), received a rebroadcast starting January 1, 2020. Twenty-five episodes of the original series were combined into thirteen 49-minute long episodes with some scenes being slightly extended. The last four minutes of episode 13 featured new scenes that were later included at the beginning of the second season.","[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '143519', 'completed': '1767378', 'on_hold': '48487', 'dropped': '57634', 'plan_to_watch': '263692'}, 'num_list_users': 2280710}",22,2016-09-19
