id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,tv_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
1453,Maison Ikkoku,1986-03-26,1988-03-02,"In the town of Clock Hill, there is an old boarding house called Maison Ikkoku. While the residence itself is fairly normal, most of its occupants are not. Yuusaku Godai, its most quiet tenant, has finally reached his limit with his neighbors' constant disruptions and boisterous partying. Wanting a calmer place to call home so that he can study in peace, he prepares to move away.

However, his plans to leave are suddenly interrupted when he meets the new boarding house manager, Kyoko Otonashi. Falling madly in love with her, he decides that the boarding house may not be such a bad place to live after all. Unfortunately for him, Kyoko has her own romantic troubles: she is a widow whose husband died six months into their marriage. And despite her blossoming feelings for Godai, Kyoko still cherishes her dearly departed husband, and she believes that no other man could possibly fill the void in her heart. But with Godai's persistence and some help of the other eccentric tenants, she may experience true love once again.

[Written by MAL Rewrite]",8.19,397,2582,76510,19842,white,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}]",96,manga,1545,r+,"[{'id': 37, 'name': 'Studio Deen'}]",247,wednesday,19:30,1986.0,spring,6005,21117,4388,3078,41909,76497.0,0.9024,0.0976
57524,Make Heroine ga Oosugiru!,2024-07-14,2024-09-29,"Despite not understanding much about fleeting teen romance, first-year high school student Kazuhiko Nukumizu still wonders how he would react if his life were to be turned into a love story. Regardless, as a self-proclaimed ""background character,"" Nukumizu is satisfied continuing his life as an introvert with a negligible social life. However, he suddenly finds himself too close to the spotlight when he witnesses his popular classmate Anna Yanami be rejected by her childhood friend in the middle of a family restaurant. 

While Nukumizu wishes he could just forget what he saw and move on, Anna ends up forcefully confiding herself in Nukumizu, lamenting her status as a childhood friend fated to have her beloved stolen. As he becomes dragged into Anna's situation, Nukumizu soon gets caught up in the relationship drama of two more girls: Lemon Yakishio, an outgoing member of the track and field club; and Chika Komari, a shy member of the literature club. Now thrust out of his comfort zone, Nukumizu finds himself a major character in the lives of too many losing heroines. 

[Written by MAL Rewrite]",8.19,398,1133,225866,109004,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,light_novel,1440,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",248,sunday,00:30,2024.0,summer,44788,116235,3167,3472,58119,225781.0,0.9706,0.0294
32843,Senki Zesshou Symphogear XV,2019-07-07,2019-09-29,"Humanity is finally confronted with the threat of the Custodians—the ancient, sentient species held responsible for cursing humanity to speak different languages thousands of years ago. The Symphogear wielders—Hibiki Tachibana, Tsubasa Kazanari, Chris Yukine, Maria Cadenzavna Eve, Kirika Akatsuki, and Shirabe Tsukuyomi—are sent to the Antarctic in order to retrieve an ancient relic. After securing it and rescuing the scientific staff present there from a Coffin, the automated defense mechanism protecting it, the relic is given to American researchers due to international agreements.

The criminal organization Noble Red, a remnant of the previously fought Bavarian Illuminati, starts targeting the relic. Will the Symphogear wielders and their supporting organization S.O.N.G. be able to foil the plans of the organizations conspiring against them?

[Written by MAL Rewrite]",8.19,402,3653,40992,14801,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 60, 'name': 'Idols (Female)'}, {'id': 19, 'name': 'Music'}, {'id': 24, 'name': 'Sci-Fi'}]",13,original,1420,pg_13,"[{'id': 41, 'name': 'Satelight'}]",249,sunday,01:00,2019.0,summer,3042,17882,739,962,18366,40991.0,0.9585,0.0415
49114,Vanitas no Karte Part 2,2022-01-15,2022-04-02,"Vanitas and Noé Archiviste head out to the town of Gévaudan in search of the ""Beast,"" an enormous wolf-like creature that has slaughtered hundreds of people. Suspecting that the Beast is a curse-bearing vampire, Vanitas primarily aims to heal it using the powers of his grimoire.

Along the way, the two get separated and suddenly travel back to the past—to the exact moment the Beast is lurking in the woods. After a battle against the gigantic wolf and a vampire hunter, Vanitas decides to team up with Jeanne in order to find Noé. Despite being allies, Jeanne's goal is the opposite of Vanitas', as she was tasked to kill the Beast—suspecting it may be someone she used to know.

Meanwhile, a severely wounded Noé is picked up by the mysterious Chloé d'Apchier and her servant. Like Noé, Chloé is a vampire whose existence was erased from the public's knowledge. She has been a guardian for future generations and once tried to find a way to become human again. While Noé is grateful to Chloé for her hospitality, little does he know that she might be siding with forces far more dangerous than the Beast itself.

[Written by MAL Rewrite]
",8.19,403,868,298931,132867,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 82, 'name': 'Urban Fantasy'}, {'id': 32, 'name': 'Vampire'}]",12,manga,1420,r,"[{'id': 4, 'name': 'Bones'}]",250,saturday,00:00,2022.0,winter,28579,171170,7715,4718,86716,298898.0,0.9584,0.0416
34636,Ballroom e Youkoso,2017-07-09,2017-12-17,"Tatara Fujita is a shy middle schooler who has no particular plan for the future. He has gotten through life by avoiding any kind of confrontation and blending in with the crowd. But blending in isn't enough to get out of trouble, as some bullies harass him for money. Luckily, he is saved by a man named Kaname Sengoku.

Kaname invites Tatara to his dance studio. Although he would normally never set foot in such a place, Tatara is captivated by Sengoku's commanding presence. Granted an opportunity to dance with fellow classmate Shizuku Hanaoka—who often practices at the studio—Tatara realizes there's something about the idea of being put in the limelight and dancing where people will see him that keeps him coming back. With an earnest, passionate drive to improve, Tatara begins his journey into the world of competitive dance.

[Written by MAL Rewrite]",8.18,410,724,345292,153202,white,tv,finished_airing,"[{'id': 70, 'name': 'Performing Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",24,manga,1450,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",251,sunday,02:08,2017.0,summer,27297,182803,13805,15238,106114,345257.0,0.9159,0.0841
10800,Chihayafuru,2011-10-05,2012-03-28,"As a child, Chihaya Ayase had only one dream: to see her elder sister Chitose become Japan's most successful model. However, upon defending her ostracised classmate Arata Wataya from his bully—Chihaya's childhood friend Taichi Mashima—she discovers the world of competitive karuta and soon becomes enamoured with the sport.

Based on the Ogura Hundred Poets anthology, this card game where poems are studied requires excellent memory, agility, and a tremendous endurance from the players. Full of hope, Chihaya joins the Shiranami Society together with the newly reconciled Arata and Taichi, embarking on an exciting journey for the title awarded to the top-ranked female player—Queen of Karuta.

Since middle school, Chihaya grew distant from a dispassionate Taichi and separated from Arata. However, in order to improve her skills, Chihaya decides to create a karuta club in her high school. With the help of Taichi, another veteran player, and a few spirited newcomers, Chihaya's new-founded Mizusawa Karuta Club aims for victory in the Omi Shrine's national championship.

[Written by MAL Rewrite]
",8.18,411,499,473502,187610,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 23, 'name': 'School'}, {'id': 30, 'name': 'Sports'}, {'id': 11, 'name': 'Strategy Game'}]",25,manga,1357,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",252,wednesday,00:59,2011.0,fall,28762,224008,21684,18029,180997,473480.0,0.9161,0.0839
22297,Fate/stay night: Unlimited Blade Works,2014-10-12,2014-12-28,"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Toosaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish.
 
One of Rin's classmates, Shirou Emiya, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War. 

[Written by MAL Rewrite]",8.18,413,141,1100257,693954,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 82, 'name': 'Urban Fantasy'}]",12,visual_novel,1680,r,"[{'id': 43, 'name': 'ufotable'}]",253,sunday,00:00,2014.0,fall,37431,883721,14377,9967,154710,1100206.0,0.9779,0.0221
186,Initial D Second Stage,1999-10-15,2000-01-21,"Accumulating an impressive series of victories with his AE86, Takumi Fujiwara has imposed himself as street racing's newest rising star. However, his newly found confidence of winning at his home turf of Mount Akina has been put in jeopardy by a new Emperor team exclusively using a car model favored by most professional racing pilots: the Mitsubishi four-wheel drive Lancer Evolutions—also known as Lan Evos. The Emperor team leader, Kyouichi Sudou, looks down on Takumi and regards him as an inferior pilot for driving an antique car that lacks the makings of a true modern race car. Kyouichi's elitist philosophy is also the reason why his team is only made of Lan Evo drivers.

Will Takumi be able to keep his perfect track record intact against the highly skilled and mechanically superior Emperor team, or does his hot streak end here?

[Written by MAL Rewrite]",8.18,417,1108,231353,141503,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",13,manga,1400,pg_13,"[{'id': 413, 'name': 'Pastel'}]",254,friday,01:55,1999.0,fall,6394,193254,2240,1292,28164,231344.0,0.9847,0.0153
558,Major S2,2005-12-10,2006-06-10,"Gorou Honda has finally returned to Mifune East Junior High School, surprising his friends upon arrival. Now, Gorou is once again surrounded by those he holds closest, and he strives to continue playing and enjoying the game he loves most.

However, things do not go as planned, as Gorou is reminded of the harsh realities of baseball as he copes with an injury he sustained while playing baseball at Hitaka Little. Between new rivals, old friends, and mending broken relationships, Gorou must overcome challenges he has never faced before. 

His goal of attending elite baseball high school Kaido may not be far from his reach, but complicated circumstances may stop him in his tracks once again. How will he deal with the immense pressures of the game? And will he ever be able to find the type of baseball he loves most?

[Written by MAL Rewrite]",8.18,418,2636,73593,46408,white,tv,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",26,manga,1500,pg_13,"[{'id': 101, 'name': 'Studio Hibari'}]",255,saturday,18:00,2006.0,winter,1485,62347,660,734,8362,73588.0,0.9811,0.0189
3226,Major S4,2008-01-05,2008-06-28,"Having finished high school, Gorou Honda sets his sights on becoming a professional baseball player. His dreams are much more ambitious than becoming a Japanese Baseball League player, so he instead decides to move to the birthplace of his beloved sport, America, in order to play in the Major League.

However, Gorou finds that the Major League players are much faster, stronger, and more driven than he is. Nonetheless, he is eager to catch up with them. In order to do so, Gorou must first conquer the ranks of the Minor League, where numerous skilled players compete in the grueling rise to the Majors.

Gorou learns that he will have to adapt to the stark differences of American culture and push himself to new extremes as his race to join the Major League begins.

[Written by MAL Rewrite]",8.18,419,2798,67022,41667,white,tv,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",26,manga,1470,pg_13,"[{'id': 118, 'name': 'SynergySP'}]",256,saturday,18:00,2008.0,winter,1568,56148,712,703,7888,67019.0,0.9789,0.0211
40729,Nomad: Megalo Box 2,2021-04-04,2021-06-27,"Megalo Box is an advanced form of boxing where competitors wear metal frames called Gear. When the first ever Megalonia tournament took place, ""Gearless"" Joe became its champion and known to all as a legendary fighter. However, soon after, he lost an exhibition match against the second champion and vanished from the public eye.

Seven years later, Joe now goes by ""Nomad"" and keeps a low profile, occasionally fighting in a few underground matches to get by. He is haunted by hallucinations and relies on a set of painkillers to numb his mind.

During a match, Joe wins against an opponent, Chief, who purposefully loses for some extra cash from gamblers. Subsequently, Joe discovers that Chief is from a community of immigrants called the Casa. Chief is gradually trying to make enough money to purchase the land where they live illegally. At first, Joe hesitates to get involved, but eventually decides to lend the Casa a helping hand.

[Written by MAL Rewrite]",8.18,420,1222,207903,86171,white,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 54, 'name': 'Combat Sports'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 30, 'name': 'Sports'}]",13,original,1447,r,"[{'id': 73, 'name': 'TMS Entertainment'}]",257,sunday,23:00,2021.0,spring,19419,101566,5790,4056,77058,207889.0,0.9526,0.0474
23623,Non Non Biyori Repeat,2015-07-07,2015-09-22,"Far from the hustle and bustle of urban life, and with only a single candy store and bus route to its name, the rural Asahigaoka is certainly not a place for everyone. Nevertheless, the village's children still manage to cheerfully spend their days exploring and having fun in the wilderness around them. One such child, Renge Miyauchi, the youngest of the group, looks forward to the entrance ceremony of the upcoming school year, signalling her entry into first grade and the beginning of her elementary school life. Attending the only school in town, Renge and her friends, seventh grader Natsumi Koshigaya and her eighth grade sister Komari, make the most out of their rural lifestyle, playing and studying everyday.

Meanwhile, fifth grader Hotaru Ichijou has just moved to Asahigaoka from Tokyo, unaware of the numerous adventures and memories that await her. 

[Written by MAL Rewrite]",8.18,421,1237,205316,103479,white,tv,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1437,pg_13,"[{'id': 300, 'name': 'SILVER LINK.'}]",258,tuesday,02:05,2015.0,summer,10621,129261,5844,3120,56459,205305.0,0.9563,0.0437
7791,K-On!!,2010-04-07,2010-09-29,"It is the new year, which means that the senior members of the Light Music Club are now third-years, with Azusa Nakano being the only second-year. The seniors soon realize that Azusa will be the only member left once they graduate and decide to recruit new members. Despite trying many methods of attracting underclassmen—handing out fliers, bringing people into the clubroom, and performing at the welcoming ceremony—there are no signs of anyone that plans to join.

While heading to the clubroom, Azusa overhears Yui Hirasawa say that the club is fine with only five people and that they can do many fun things together. Changing her mind, she decides that they do not need to recruit any members for the time being. 

K-On!! revolves around the members of the Light Music Club as they experience their daily high school life. From rehearsing for concerts to just messing around, they are ready to make their last year together an exciting one!

[Written by MAL Rewrite]",8.17,422,293,715291,395243,white,tv,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 52, 'name': 'CGDCT'}, {'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",26,4_koma_manga,1470,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",259,wednesday,01:25,2010.0,spring,40773,483310,29010,21153,141018,715264.0,0.9299,0.0701
18195,Little Busters! Refrain,2013-10-05,2013-12-28,"Following the Little Busters after they lost their first baseball game, the team decides to have a pancake party. It has been almost one semester since the return of Kyousuke Natsume. As usual, Riki Naoe continues to help the Little Busters' members—both old and new—with confronting their inner struggles. However, strange happenings begin to occur, leading Rin Natsume and Riki closer to unraveling the truth behind the ""secret of this world.""

Little do Rin and Rikki know, their discovery will end up changing the peaceful everyday lives created by the Little Busters once and for all. Little Busters!: Refrain brings a conclusion to the colorful stories of its ensemble cast—forged with the weight of emotions and strengthened with the bond of friendship—as they come to terms with their regrets and weaknesses.

[Written by MAL Rewrite]",8.17,424,1459,169925,79038,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",13,visual_novel,1440,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",260,NIL,NIL,2013.0,fall,6646,101084,3940,3432,54814,169916.0,0.9566,0.0434
235,Meitantei Conan,1996-01-08,airing,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child.

Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa.

Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.

[Written by MAL Rewrite]",8.17,426,694,358195,163288,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",0,manga,1482,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",261,saturday,18:00,1996.0,winter,166231,0,74700,48725,68522,358178.0,0.6554,0.3446
40911,Yuukoku no Moriarty,2020-10-11,2020-12-20,"During the late 19th century, Great Britain has become the greatest empire the world has ever known. Hidden within its success, the nation's rigid economic hierarchy dictates the value of one's life solely on status and wealth. To no surprise, the system favors the aristocracy at the top and renders it impossible for the working class to ascend the ranks.

William James Moriarty, the second son of the Moriarty household, lives as a regular noble while also being a consultant for the common folk to give them a hand and solve their problems. However, deep inside him lies a desire to destroy the current structure that dominates British society and those who benefit from it. 

Alongside his brothers Albert and Louis, William will do anything it takes to change the filthy world he lives in—even if blood must be spilled.

[Written by MAL Rewrite]",8.17,429,527,453197,190890,white,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 40, 'name': 'Psychological'}, {'id': 27, 'name': 'Shounen'}, {'id': 41, 'name': 'Suspense'}]",11,manga,1431,r,"[{'id': 10, 'name': 'Production I.G'}]",262,sunday,23:53,2020.0,fall,37483,234991,12137,10494,158053,453158.0,0.9501,0.0499
49052,Ao Ashi,2022-04-09,2022-09-24,"In a quiet rural town, the spotlight of a local junior high school football team rests on one player: Ashito Aoi. Known for his unpredictable moves and self-centered playing style, Ashito is the sole powerhouse pushing his team through an important high school preliminary tournament. However, their win streak is short-lived—an opponent causes Ashito to lose his temper and act violently, resulting in his removal from the rest of the game.

Without their star player, the team is quickly eliminated from the tournament. Just as he believes all hope is lost, Ashito is approached by a youth team coach named Tatsuya Fukuda who senses potential in him, and Fukuda invites him for tryouts in Tokyo. In an unfamiliar setting surrounded by talent, Ashito must bring out the best of his ability to prove himself and secure what could be a life-changing career.

[Written by MAL Rewrite]
",8.17,430,1127,227134,114164,white,tv,finished_airing,"[{'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",24,manga,1470,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",263,saturday,18:25,2022.0,spring,30435,133033,6471,6826,50335,227100.0,0.9414,0.0586
7674,Bakuman.,2010-10-02,2011-04-02,"As a child, Moritaka Mashiro dreamt of becoming a mangaka, just like his childhood hero and uncle, Tarou Kawaguchi, creator of a popular gag manga. But when tragedy strikes, he gives up on his dream and spends his middle school days studying, aiming to become a salaryman instead.

One day, his classmate Akito Takagi, the school's top student and aspiring writer, notices the detailed drawings in Moritaka's notebook. Seeing the vast potential of his artistic talent, Akito approaches Moritaka, proposing that they become mangaka together. After much convincing, Moritaka realizes that if he is able to create a popular manga series, he may be able to get the girl he has a crush on, Miho Azuki, to take part in the anime adaptation as a voice actor. Thus the pair begins creating manga under the pen name Muto Ashirogi, hoping to become the greatest mangaka in Japan, the likes of which no one has ever seen.

[Written by MAL Rewrite]",8.17,431,357,634094,302276,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",25,manga,1470,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",264,saturday,18:00,2010.0,fall,32895,363629,25152,21723,190657,634056.0,0.9261,0.0739
1519,Black Lagoon: The Second Barrage,2006-10-03,2006-12-19,"Rokurou ""Rock"" Okajima has joined the Lagoon Company, a pirate mercenary group which operates out of Roanapur, Thailand. Despite his initial protests, this filthy slum of depraved souls and merciless criminals now serves as the former salaryman's home. Stranded, with nothing left of his past life but the clothes on his back and his inner morality, Rock is forced to perform jobs alongside the other members of the Lagoon crew. Berated for his lack of spine as he wades through the underbelly of society, he must decide whether to continue on amidst the gunfire and ruthlessness or risk everything he has in an attempt to be free. Whether he chooses the comfort of a familiar land or the freedom of being an outlaw, his decision will have lasting consequences on the crew who gave him a home.

[Written by MAL Rewrite]",8.17,432,434,534172,326052,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1407,r,"[{'id': 11, 'name': 'Madhouse'}]",265,tuesday,01:59,2006.0,fall,14666,420091,8255,4194,86944,534150.0,0.9767,0.0233
32867,Bungou Stray Dogs 2nd Season,2016-10-06,2016-12-16,"Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai; the lowest ranking member, Sakunosuke Oda; and the intelligence agent, Ango Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends.

However, one night, Ango disappears. A photograph taken at the bar is all that is left of the three together.

Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence.   

[Written by MAL Rewrite]",8.17,433,205,889771,514485,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}]",12,manga,1420,r,"[{'id': 4, 'name': 'Bones'}]",266,friday,22:30,2016.0,fall,43510,686152,18650,10603,130835,889750.0,0.9671,0.0329
232,Cardcaptor Sakura,1998-04-07,2000-03-21,"Ten-year-old Sakura Kinomoto is an ordinary fourth-grade student living in Tomoeda until, one day, she stumbles upon a mysterious book of cards titled ""The Clow."" Pondering over her discovery, she unintentionally causes a magical gust of wind to scatter the cards all over town.

The accident awakens the Beast of the Seal—Keroberos, nicknamed ""Kero""—who tells Sakura that she has released the mystical ""Clow Cards"" created by the sorcerer Clow Reed. Due to each Card's ability to act independently and their incredible power, Clow had sealed them away. Now that they have been set free, the Cards pose great danger to the world, and it is up to Sakura to put an end to them.

Appointing Sakura as the ""Cardcaptor"" and granting her the Sealed Key, Kero tasks her with finding and recapturing all the Clow Cards. Alongside her best friend Tomoyo Daidouji, and with Kero's guidance, Sakura must learn to balance her new secret duty with the everyday troubles as she takes flight on her magical adventures as Cardcaptor Sakura.

[Written by MAL Rewrite]
",8.17,434,530,450394,225065,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",70,manga,1500,pg,"[{'id': 11, 'name': 'Madhouse'}]",267,tuesday,18:00,1998.0,spring,34254,273565,28518,18701,95345,450383.0,0.8952,0.1048
18,Initial D Fourth Stage,2004-04-17,2006-02-18,"Takumi Fujiwara finally joins Ryousuke and Keisuke Takahashi to create ""Project D."" Their goal is twofold: Ryousuke wants to develop his ""High-Speed Street Racing Theory,"" while Keisuke and Takumi aim at improving their driving skills by facing powerful opponents on dangerous roads. The idea of Project D is to challenge street racing teams from other prefectures to improve both their uphill and downhill records. In order to attract the attention of the best racing teams, Ryousuke creates a dedicated website to announce the future battles of Project D and post the team's results.

The fourth season of Initial D details the hardships and successes of the members of Project D as they try to become the best street racing team outside of Gunma Prefecture.

[Written by MAL Rewrite]",8.17,439,1273,197549,110741,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",24,manga,1620,pg_13,"[{'id': 179, 'name': 'A.C.G.T.'}]",268,NIL,NIL,2004.0,spring,11478,149326,5211,2221,29303,197539.0,0.9624,0.0376
962,Aria the Natural,2006-04-03,2006-09-25,"Akari Mizunashi continues her training to become a Prima Undine (a professional tour guide gondolier) along with her friends Aika and Alice in the peaceful city of Neo Venezia. Despite the fact that these three girls are from competing companies, they are constantly together, learning more about how to become better tour guides and more about the mysteries of Neo Venezia.

As the group continues to meet interesting and unforgettable people through their daily routines, they will also come closer to the secrets that make the enigmatic and ever beautiful city of Neo Venezia so warm and alive.

Welcome back to Neo Venezia: the city where miracles can be created by hand.

[Written by MAL Rewrite]",8.16,441,2483,81531,30753,white,tv,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",26,manga,1440,g,"[{'id': 34, 'name': 'HAL Film Maker'}]",269,monday,01:00,2006.0,spring,4422,37096,3284,1960,34764,81526.0,0.9357,0.0643
40852,Dr. Stone: Stone Wars,2021-01-14,2021-03-25,"Senkuu has made it his goal to bring back two million years of human achievement and revive the entirety of those turned to statues. However, one man stands in his way: Tsukasa Shishiou, who believes that only the fittest of those petrified should be revived.

As the snow melts and spring approaches, Senkuu and his allies in Ishigami Village finish the preparations for their attack on the Tsukasa Empire. With a reinvented cell phone model now at their disposal, the Kingdom of Science is ready to launch its newest scheme to recruit the sizable numbers of Tsukasa's army to their side. However, it is a race against time; for every day the Kingdom of Science spends perfecting their inventions, the empire rapidly grows in number.

Reuniting with old friends and gaining new allies, Senkuu and the Kingdom of Science must stop Tsukasa's forces in order to fulfill their goal of restoring humanity and all its creations. With the two sides each in pursuit of their ideal world, the Stone Wars have now begun!

[Written by MAL Rewrite]",8.16,443,145,1088844,619783,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 76, 'name': 'Survival'}]",11,manga,1440,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",270,thursday,22:30,2021.0,winter,94016,784917,18456,11820,179579,1088788.0,0.9722,0.0278
1889,Higurashi no Naku Koro ni Kai,2007-07-06,2007-12-18,"In the small village of Hinamizawa, Rika Furude and her friends live together in relative harmony. Beneath this mask of peace, however, lies a hidden darkness, one that Rika understands all too well. In this eternal summer, she has been witness to unspeakable horrors. Every time the clock resets, Rika must try to find the villain behind these senseless deaths before tragedy strikes again. However, trying to decipher a mystery when only half the clues are present proves time and again to be disastrous, and each time she believes that things will change, she inevitably fails. As the annual festival approaches, Rika begins her descent from hope to despair in her struggle to break the chains of fate entangling them all.

[Written by MAL Rewrite]",8.16,445,483,489564,258724,white,tv,finished_airing,"[{'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",24,visual_novel,1470,r,"[{'id': 37, 'name': 'Studio Deen'}]",271,friday,02:30,2007.0,summer,20901,323462,14867,12346,117973,489549.0,0.9444,0.0556
